"","id","time","status","pub_cat","gender","age","geo","weight","q","response_time","region","state"
"52",1004860011,"2020-04-02 15:00:00","Complete","News","Female","Unknown","US-WEST-CO-Aurora",0,"Used to commute, now work from home",14732,"WEST","CO"
"53",1005163099,"2020-04-02 18:00:00","Complete","News","Female","55-64","US-SOUTH-MS-Jackson",0.8425428,"I have recently been furloughed or laid-off",18884,"SOUTH","MS"
"54",1005343100,"2020-04-02 01:00:00","Complete","News","Male","35-44","US-SOUTH-FL",1.0303463,"I continue to commute to work",15097,"SOUTH","FL"
"55",1005392337,"2020-04-03 02:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-MIDWEST-MI",0,"None of the above / Not working for pay",5456,"MIDWEST","MI"
"56",1005459287,"2020-04-02 20:00:00","Complete","News","Male","55-64","US-SOUTH-TX",0.8660212,"None of the above / Not working for pay",9467,"SOUTH","TX"
"57",1005497159,"2020-04-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-SC",0,"Used to work from home and still do",31212,"SOUTH","SC"
"58",1005620406,"2020-04-02 14:00:00","Complete","News","Male","45-54","US-SOUTH-MS",1.0090705,"Used to work from home and still do",22951,"SOUTH","MS"
"59",1005757189,"2020-04-02 09:00:00","Complete","News","Male","65+","US-SOUTH-GA",0.8271076,"None of the above / Not working for pay",28765,"SOUTH","GA"
"60",1005824112,"2020-04-02 23:00:00","Complete","News","Male","25-34","US-SOUTH-NC-Greensboro",1.1272496,"I continue to commute to work",16264,"SOUTH","NC"
"61",1005971728,"2020-04-02 22:00:00","Complete","News","Female","55-64","US-SOUTH-MS-Jackson",0.8425428,"None of the above / Not working for pay",14805,"SOUTH","MS"
"62",1006174390,"2020-04-02 09:00:00","Complete","News","Male","35-44","US-MIDWEST-MN-Minneapolis",0.7516551,"Used to commute, now work from home",12953,"MIDWEST","MN"
"63",1006208,"2020-04-02 18:00:00","Complete","News","Female","45-54","US-WEST-ID-Boise",1.1881951,"I have recently been furloughed or laid-off",21111,"WEST","ID"
"64",1006409103,"2020-04-02 13:00:00","Complete","News","Female","45-54","US-SOUTH-VA-Portsmouth",0.9817139,"None of the above / Not working for pay",7146,"SOUTH","VA"
"65",1006650029,"2020-04-03 03:00:00","Complete","News","Unknown","Unknown","US-SOUTH-KY",0,"Used to commute, now work from home",16916,"SOUTH","KY"
"66",1006667638,"2020-04-02 11:00:00","Complete","News","Female","Unknown","US-MIDWEST-WI",0,"None of the above / Not working for pay",18213,"MIDWEST","WI"
"67",1006673151,"2020-04-02 11:00:00","Complete","News","Male","55-64","US-WEST-CA",1.0481691,"Used to commute, now work from home",1498296,"WEST","CA"
"68",1007482169,"2020-04-03 03:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-MA",0,"I continue to commute to work",10334,"NORTHEAST","MA"
"69",1007538221,"2020-04-03 03:00:00","Complete","News","Female","25-34","US-WEST-CO-Denver",1.3273527,"Used to commute, now work from home",16477,"WEST","CO"
"70",1007597171,"2020-04-03 11:00:00","Complete","News","Male","55-64","US-SOUTH-GA",0.8660212,"Used to commute, now work from home",47716,"SOUTH","GA"
"71",1007844977,"2020-04-02 12:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-PA",0,"I continue to commute to work",15756,"NORTHEAST","PA"
"72",1007877706,"2020-04-02 18:00:00","Complete","News","Unknown","Unknown","US-SOUTH-MD",0,"Used to commute, now work from home",11557,"SOUTH","MD"
"73",1007902253,"2020-04-03 00:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-MA",0,"Used to commute, now work from home",17008,"NORTHEAST","MA"
"74",1008101840,"2020-04-02 16:00:00","Complete","News","Male","18-24","US-SOUTH-VA",1.5363578,"None of the above / Not working for pay",5647,"SOUTH","VA"
"75",100815973,"2020-04-02 20:00:00","Complete","News","Female","45-54","US-SOUTH-SC",0.9817139,"I continue to commute to work",20549,"SOUTH","SC"
"76",1008246489,"2020-04-03 11:00:00","Complete","News","Unknown","Unknown","US-WEST-WA",0,"Used to commute, now work from home",23723,"WEST","WA"
"77",100836861,"2020-04-02 00:00:00","Complete","News","Female","65+","US-SOUTH-NC",0.8046841,"I continue to commute to work",11062,"SOUTH","NC"
"78",100866787,"2020-04-02 17:00:00","Complete","News","Female","35-44","US-NORTHEAST-PA",1.2716092,"Used to commute, now work from home",18336,"NORTHEAST","PA"
"79",1008797685,"2020-04-02 16:00:00","Complete","News","Female","55-64","US-SOUTH-TX",0.8425428,"Used to commute, now work from home",25550,"SOUTH","TX"
"80",1008801646,"2020-04-02 18:00:00","Complete","Other","Female","25-34","US-NORTHEAST-NJ",1.3912031,"I have recently been furloughed or laid-off",43941,"NORTHEAST","NJ"
"81",1008941753,"2020-04-01 23:00:00","Complete","News","Female","18-24","US-MIDWEST-MN",1.0904133,"None of the above / Not working for pay",5241,"MIDWEST","MN"
"82",1008946784,"2020-04-02 15:00:00","Complete","Arts & Entertainment","Male","65+","US-WEST-UT",1.0010709,"None of the above / Not working for pay",9768,"WEST","UT"
"83",100906658,"2020-04-01 18:00:00","Complete","News","Female","25-34","US-WEST-CO-Greeley",1.3273527,"I continue to commute to work",12480,"WEST","CO"
"84",100911691,"2020-04-02 11:00:00","Complete","News","Female","45-54","US-MIDWEST-IL",0.7161769,"Used to commute, now work from home",9117,"MIDWEST","IL"
"85",1009155332,"2020-04-02 10:00:00","Complete","News","Male","45-54","US-MIDWEST-WI",0.736134,"I have recently been furloughed or laid-off",51441,"MIDWEST","WI"
"86",1009378114,"2020-04-02 00:00:00","Complete","News","Female","65+","US-SOUTH-DE",0.8046841,"I continue to commute to work",13741,"SOUTH","DE"
"87",1009474875,"2020-04-02 16:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NY-New York",0,"None of the above / Not working for pay",5332,"NORTHEAST","NY"
"88",1009718578,"2020-04-02 22:00:00","Complete","News","Male","45-54","US-NORTHEAST-CT",1.2800547,"I continue to commute to work",9010,"NORTHEAST","CT"
"89",1009777951,"2020-04-01 19:00:00","Complete","News","Male","25-34","US-MIDWEST-IN-Schererville",0.8223476,"None of the above / Not working for pay",16092,"MIDWEST","IN"
"90",1009910656,"2020-04-02 11:00:00","Complete","News","Unknown","Unknown","US-SOUTH-OK",0,"Used to work from home and still do",22331,"SOUTH","OK"
"91",1010066045,"2020-04-02 01:00:00","Complete","Other","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",8772,"SOUTH","FL"
"92",1010323164,"2020-04-02 01:00:00","Complete","News","Female","45-54","US-SOUTH-SC-Hilton Head Island",0.9817139,"Used to work from home and still do",8382,"SOUTH","SC"
"93",1010657321,"2020-04-01 22:00:00","Complete","News","Male","35-44","US-MIDWEST-MO-St. Louis",0.7516551,"Used to commute, now work from home",25586,"MIDWEST","MO"
"94",1010695630,"2020-04-02 22:00:00","Complete","News","Unknown","Unknown","US-WEST-WA-Seattle",0,"Used to commute, now work from home",14780,"WEST","WA"
"95",1010986429,"2020-04-03 03:00:00","Complete","News","Female","55-64","US-SOUTH-NC-Winston-Salem",0.8425428,"None of the above / Not working for pay",7660,"SOUTH","NC"
"96",1011332057,"2020-04-02 19:00:00","Complete","News","Female","45-54","US-SOUTH-AL",0.9817139,"None of the above / Not working for pay",21428,"SOUTH","AL"
"97",1011481473,"2020-04-03 01:00:00","Complete","Other","Female","65+","US-MIDWEST-MI",0.5870307,"I continue to commute to work",17810,"MIDWEST","MI"
"98",1011498228,"2020-04-02 12:00:00","Complete","News","Male","65+","US-NORTHEAST-PA",1.049226,"None of the above / Not working for pay",16455,"NORTHEAST","PA"
"99",1011876030,"2020-04-02 13:00:00","Complete","News","Male","55-64","US-SOUTH-AL-Opelika",0.8660212,"I continue to commute to work",25669,"SOUTH","AL"
"100",1011889718,"2020-04-02 17:00:00","Complete","News","Unknown","Unknown","US-WEST-AZ-Phoenix",0,"None of the above / Not working for pay",29917,"WEST","AZ"
"101",1012162597,"2020-04-03 07:00:00","Complete","News","Female","45-54","US-SOUTH-NC-Charlotte",0.9817139,"I continue to commute to work",13994,"SOUTH","NC"
"102",1012314670,"2020-04-02 18:00:00","Complete","Arts & Entertainment","Male","55-64","US-NORTHEAST-PA",1.0985898,"Used to commute, now work from home",19099,"NORTHEAST","PA"
"103",1012327741,"2020-04-02 17:00:00","Complete","News","Female","45-54","US-MIDWEST-IN",0.7161769,"None of the above / Not working for pay",17872,"MIDWEST","IN"
"104",1012861457,"2020-04-02 12:00:00","Complete","News","Male","35-44","US-SOUTH-VA",1.0303463,"I continue to commute to work",10354,"SOUTH","VA"
"105",1012925566,"2020-04-02 17:00:00","Complete","News","Female","35-44","US-NORTHEAST-PA-Philadelphia",1.2716092,"None of the above / Not working for pay",2963,"NORTHEAST","PA"
"106",1013095746,"2020-04-02 00:00:00","Complete","News","Female","25-34","US-MIDWEST-MO",0.8000532,"Used to work from home and still do",32396,"MIDWEST","MO"
"107",101316155,"2020-04-01 23:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-PA",0,"I continue to commute to work",9138,"NORTHEAST","PA"
"108",1013179309,"2020-04-02 17:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-IL-Bloomington",0,"Used to commute, now work from home",31524,"MIDWEST","IL"
"109",1013249881,"2020-04-01 22:00:00","Complete","News","Female","18-24","US-MIDWEST-NE-Lincoln",1.0904133,"None of the above / Not working for pay",4987,"MIDWEST","NE"
"110",1013261766,"2020-04-02 05:00:00","Complete","News","Female","25-34","US-WEST-CA-Goleta",1.3273527,"Used to commute, now work from home",10397,"WEST","CA"
"111",101328542,"2020-04-02 06:00:00","Complete","News","Unknown","Unknown","US-SOUTH-LA",0,"None of the above / Not working for pay",14001,"SOUTH","LA"
"112",1013600678,"2020-04-02 15:00:00","Complete","News","Unknown","Unknown","US-SOUTH-AL-Huntsville",0,"I continue to commute to work",38509,"SOUTH","AL"
"113",1013605904,"2020-04-02 04:00:00","Complete","News","Female","25-34","US-WEST-CA-Sacramento",1.3273527,"I continue to commute to work",14544,"WEST","CA"
"114",1013771691,"2020-04-02 13:00:00","Complete","News","Male","45-54","US-MIDWEST-MO",0.736134,"Used to commute, now work from home",14613,"MIDWEST","MO"
"115",1013962745,"2020-04-01 19:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NJ",0,"I continue to commute to work",10213,"NORTHEAST","NJ"
"116",1014369800,"2020-04-02 23:00:00","Complete","News","Male","45-54","US-MIDWEST-IL-Champaign",0.736134,"None of the above / Not working for pay",25116,"MIDWEST","IL"
"117",1014418874,"2020-04-01 23:00:00","Complete","News","Female","55-64","US-SOUTH-TX",0.8425428,"Used to work from home and still do",8181,"SOUTH","TX"
"118",1014555975,"2020-04-02 22:00:00","Complete","News","Female","25-34","US-WEST-AZ",1.3273527,"Used to commute, now work from home",722872,"WEST","AZ"
"119",1014871320,"2020-04-01 19:00:00","Complete","News","Male","65+","US-SOUTH-FL-Jacksonville",0.8271076,"None of the above / Not working for pay",25185,"SOUTH","FL"
"120",1015027327,"2020-04-01 21:00:00","Complete","News","Female","35-44","US-SOUTH-MD",1.0024129,"Used to commute, now work from home",26751,"SOUTH","MD"
"121",1015112814,"2020-04-02 21:00:00","Complete","News","Male","55-64","US-NORTHEAST-NH",1.0985898,"I have recently been furloughed or laid-off",14697,"NORTHEAST","NH"
"122",1015293750,"2020-04-01 19:00:00","Complete","News","Female","25-34","US-SOUTH-TX-San Antonio",1.0966891,"Used to commute, now work from home",8709,"SOUTH","TX"
"123",1015388213,"2020-04-01 19:00:00","Complete","News","Unknown","Unknown","US-WEST-NM-Rio Rancho",0,"None of the above / Not working for pay",14197,"WEST","NM"
"124",1015426656,"2020-04-02 23:00:00","Complete","News","Female","65+","US-SOUTH-KY",0.8046841,"Used to commute, now work from home",17408,"SOUTH","KY"
"125",101561495,"2020-04-02 14:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-WI",0,"I continue to commute to work",37507,"MIDWEST","WI"
"126",1015638790,"2020-04-02 15:00:00","Complete","News","Female","35-44","US-NORTHEAST-NY-New York",1.2716092,"Used to commute, now work from home",6973,"NORTHEAST","NY"
"127",1015651707,"2020-04-01 23:00:00","Complete","News","Unknown","Unknown","US-WEST-UT",0,"None of the above / Not working for pay",49437,"WEST","UT"
"128",1016205681,"2020-04-03 00:00:00","Complete","News","Unknown","Unknown","US-WEST-UT-Salt Lake City",0,"None of the above / Not working for pay",8517,"WEST","UT"
"129",1016257157,"2020-04-02 00:00:00","Complete","Other","Male","Unknown","US-MIDWEST-ND",0,"None of the above / Not working for pay",2657,"MIDWEST","ND"
"130",1016513291,"2020-04-03 07:00:00","Complete","News","Female","65+","US-SOUTH-FL",0.8046841,"Used to commute, now work from home",21640,"SOUTH","FL"
"131",101657920,"2020-04-02 23:00:00","Complete","News","Male","45-54","US-NORTHEAST-PA",1.2800547,"Used to commute, now work from home",19200,"NORTHEAST","PA"
"132",1016725993,"2020-04-02 09:00:00","Complete","News","Unknown","Unknown","US-SOUTH-NC-Charlotte",0,"None of the above / Not working for pay",14806,"SOUTH","NC"
"133",1016766089,"2020-04-03 02:00:00","Complete","News","Female","45-54","US-SOUTH-NC-Thomasville",0.9817139,"None of the above / Not working for pay",9086,"SOUTH","NC"
"134",1016897869,"2020-04-02 05:00:00","Complete","Other","Female","25-34","US-SOUTH-TX",1.0966891,"None of the above / Not working for pay",19741,"SOUTH","TX"
"135",1016949831,"2020-04-03 02:00:00","Complete","News","Male","25-34","US-WEST-AK-Anchorage",1.364341,"I continue to commute to work",9570,"WEST","AK"
"136",101722231,"2020-04-02 13:00:00","Complete","News","Male","65+","US-NORTHEAST-NY",1.049226,"Used to commute, now work from home",1201504,"NORTHEAST","NY"
"137",1017742409,"2020-04-02 17:00:00","Complete","News","Male","45-54","US-SOUTH-VA-Reston",1.0090705,"None of the above / Not working for pay",74568,"SOUTH","VA"
"138",1018262044,"2020-04-02 17:00:00","Complete","News","Male","65+","US-WEST-ID-Boise",1.0010709,"I continue to commute to work",7904,"WEST","ID"
"139",1018347794,"2020-04-02 00:00:00","Complete","News","Male","45-54","US-WEST-CO",1.2213056,"None of the above / Not working for pay",18524,"WEST","CO"
"140",1018456938,"2020-04-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"None of the above / Not working for pay",15716,"SOUTH","TX"
"141",1018543362,"2020-04-01 21:00:00","Complete","News","Male","35-44","US-NORTHEAST-PA",1.3070441,"I have recently been furloughed or laid-off",61555,"NORTHEAST","PA"
"142",1018616154,"2020-04-02 19:00:00","Complete","News","Male","18-24","US-NORTHEAST-PA",1.9489442,"None of the above / Not working for pay",13864,"NORTHEAST","PA"
"143",1018631138,"2020-04-01 18:00:00","Complete","News","Female","35-44","US-MIDWEST-IN-Indianapolis",0.7312772,"None of the above / Not working for pay",2862,"MIDWEST","IN"
"144",1018741853,"2020-04-02 22:00:00","Complete","News","Male","55-64","US-MIDWEST-WI-Manitowoc",0.6317771,"None of the above / Not working for pay",4879,"MIDWEST","WI"
"145",1018787351,"2020-04-01 21:00:00","Complete","News","Female","35-44","US-MIDWEST-IL-Peoria",0.7312772,"I continue to commute to work",14262,"MIDWEST","IL"
"146",1018836568,"2020-04-03 01:00:00","Complete","News","Male","18-24","US-MIDWEST-IL",1.120799,"None of the above / Not working for pay",5160,"MIDWEST","IL"
"147",1018982730,"2020-04-02 18:00:00","Complete","News","Unknown","Unknown","US-SOUTH-WV-Morgantown",0,"None of the above / Not working for pay",23951,"SOUTH","WV"
"148",1019189286,"2020-04-02 03:00:00","Complete","News","Unknown","Unknown","US-SOUTH-SC-Florence",0,"Used to commute, now work from home",37956,"SOUTH","SC"
"149",1019366072,"2020-04-02 05:00:00","Complete","News","Unknown","Unknown","US-SOUTH-NC-High Point",0,"I continue to commute to work",4250,"SOUTH","NC"
"150",1019415937,"2020-04-01 22:00:00","Complete","News","Male","65+","US-MIDWEST-NE",0.603389,"I continue to commute to work",17630,"MIDWEST","NE"
"151",101951642,"2020-04-01 22:00:00","Complete","News","Unknown","Unknown","US-WEST-NM-Santa Fe",0,"Used to work from home and still do",23703,"WEST","NM"
"152",1019616534,"2020-04-02 23:00:00","Complete","News","Female","65+","US-WEST-CO",0.9739312,"I have recently been furloughed or laid-off",34727,"WEST","CO"
"153",1020613422,"2020-04-03 11:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.8425428,"I continue to commute to work",14307,"SOUTH","FL"
"154",1020705622,"2020-04-02 17:00:00","Complete","News","Female","45-54","US-SOUTH-VA",0.9817139,"I continue to commute to work",17905,"SOUTH","VA"
"155",1021016818,"2020-04-02 03:00:00","Complete","News","Female","55-64","US-MIDWEST-MO-Jefferson City",0.6146492,"None of the above / Not working for pay",28948,"MIDWEST","MO"
"156",1021050940,"2020-04-02 16:00:00","Complete","Arts & Entertainment","Male","25-34","US-WEST-NV",1.364341,"I continue to commute to work",1698,"WEST","NV"
"157",1021180687,"2020-04-02 13:00:00","Complete","News","Female","18-24","US-MIDWEST-OH",1.0904133,"None of the above / Not working for pay",3574,"MIDWEST","OH"
"158",1021201908,"2020-04-02 21:00:00","Complete","News","Female","35-44","US-WEST-ID",1.2132477,"Used to commute, now work from home",10345,"WEST","ID"
"159",1021368546,"2020-04-02 14:00:00","Complete","News","Female","55-64","US-NORTHEAST-PA-Hazleton",1.0688062,"Used to commute, now work from home",31565,"NORTHEAST","PA"
"160",1021382649,"2020-04-01 19:00:00","Complete","News","Female","25-34","US-WEST-NV",1.3273527,"Used to commute, now work from home",11144,"WEST","NV"
"161",1021764493,"2020-04-02 05:00:00","Complete","News","Male","55-64","US-WEST-CO",1.0481691,"Used to work from home and still do",22072,"WEST","CO"
"162",102234270,"2020-04-02 01:00:00","Complete","News","Female","45-54","US-WEST-CO-Broomfield",1.1881951,"Used to commute, now work from home",9060,"WEST","CO"
"163",1022419098,"2020-04-02 20:00:00","Complete","News","Female","65+","US-MIDWEST-IL",0.5870307,"Used to work from home and still do",12456,"MIDWEST","IL"
"164",102247067,"2020-04-02 02:00:00","Complete","Arts & Entertainment","Female","25-34","US-NORTHEAST-PA",1.3912031,"I have recently been furloughed or laid-off",59276,"NORTHEAST","PA"
"165",10229799,"2020-04-01 21:00:00","Complete","News","Female","65+","US-SOUTH-GA",0.8046841,"I continue to commute to work",42048,"SOUTH","GA"
"166",1022989425,"2020-04-01 18:00:00","Complete","News","Male","35-44","US-MIDWEST-MO",0.7516551,"I continue to commute to work",14595,"MIDWEST","MO"
"167",1023024661,"2020-04-02 14:00:00","Complete","News","Male","55-64","US-MIDWEST-WI-Green Bay",0.6317771,"None of the above / Not working for pay",41153,"MIDWEST","WI"
"168",1023066046,"2020-04-03 00:00:00","Complete","News","Female","25-34","US-NORTHEAST-CT",1.3912031,"Used to commute, now work from home",13361,"NORTHEAST","CT"
"169",1023100377,"2020-04-02 02:00:00","Complete","News","Male","55-64","US-SOUTH-DE-Glasgow",0.8660212,"None of the above / Not working for pay",2262,"SOUTH","DE"
"170",1023118197,"2020-04-01 18:00:00","Complete","News","Unknown","Unknown","US-SOUTH-MS",0,"None of the above / Not working for pay",13763,"SOUTH","MS"
"171",1023423863,"2020-04-01 23:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-WI",0,"I have recently been furloughed or laid-off",30659,"MIDWEST","WI"
"172",1023627039,"2020-04-02 20:00:00","Complete","News","Female","45-54","US-SOUTH-VA-Bristol",0.9817139,"Used to work from home and still do",12921,"SOUTH","VA"
