"User ID","Time (UTC)","Survey Completion","Publisher Category","Gender","Age","Geography","Weight","Question #1 Answer","Response Time #1 (ms)"
"1001989321","2020-06-27 01:00:00","Complete","News","Female","35-44","US-WEST-ID",1.1902689,"I continue to commute to work",10926
"1002038046","2020-06-30 15:00:00","Complete","News","Female","35-44","US-SOUTH-GA-Conyers",1.0570243,"I have recently been furloughed or laid-off",12116
"1002152841","2020-06-27 05:00:00","Complete","News","Male","55-64","US-WEST-ID-Boise",0.9138426,"Not working for pay before start of COVID19",5703
"1002158825","2020-06-30 14:00:00","Complete","Reference","Female","55-64","US-SOUTH-VA-Washington",0.9224678,"Used to commute, now work from home",11599
"1002163915","2020-06-26 14:00:00","Complete","News","Male","25-34","US-SOUTH-VA-Lynchburg",1.0160204,"I continue to commute to work",13466
"1002336586","2020-07-03 00:00:00","Complete","News","Female","35-44","US-WEST-OR-Portland",1.1902689,"Used to commute, now work from home",30403
"1002513065","2020-06-26 16:00:00","Complete","News","Male","35-44","US-WEST-OR",1.0471411,"Used to commute, now work from home",15478
"1002625393","2020-06-24 14:00:00","Complete","News","Unknown","Unknown","US-WEST-NM",0,"Not working for pay before start of COVID19",24666
"1002638985","2020-06-28 01:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NY",0,"Not working for pay before start of COVID19",17382
"1002653558","2020-06-26 01:00:00","Complete","News","Female","55-64","US-SOUTH-AL",0.9224678,"Not working for pay before start of COVID19",12017
"1002662951","2020-06-25 13:00:00","Complete","News","Male","45-54","US-SOUTH-VA",0.867555,"Used to commute, now work from home",10758
"1002681750","2020-06-29 15:00:00","Complete","News","Female","55-64","US-MIDWEST-IL",0.6296892,"Used to commute, now work from home",24770
"1003268749","2020-06-24 01:00:00","Complete","News","Male","25-34","US-MIDWEST-OH",0.6935496,"I have recently been furloughed or laid-off",13754
"1003303390","2020-06-26 03:00:00","Complete","News","Female","55-64","US-MIDWEST-NE-Kearney",0.6296892,"Not working for pay before start of COVID19",15267
"1003419575","2020-06-24 20:00:00","Complete","News","Male","65+","US-MIDWEST-MO-Jefferson City",0.6064841,"Used to work from home, but now I commute",17117
"1003432446","2020-06-24 21:00:00","Complete","News","Unknown","Unknown","US-WEST-AZ-Tucson",0,"Not working for pay before start of COVID19",8310
"1003433859","2020-07-05 04:00:00","Complete","News","Male","65+","US-MIDWEST-KS",0.6064841,"I continue to commute to work",8898
"1003460534","2020-07-03 03:00:00","Complete","News","Female","45-54","US-WEST-UT",1.110445,"Used to work from home and still do",45480
"1003497146","2020-06-24 15:00:00","Complete","News","Unknown","Unknown","US-SOUTH-SC-Columbia",0,"I continue to commute to work",29237
"1003598511","2020-06-27 13:00:00","Complete","News","Female","55-64","US-SOUTH-TX-Port Arthur",0.9224678,"Used to commute, now work from home",30865
"1003608240","2020-06-24 19:00:00","Complete","News","Female","25-34","US-NORTHEAST-PA-Mechanicsburg",1.5376007,"Used to commute, now work from home",27190
"100366001","2020-06-30 13:00:00","Complete","News","Male","65+","US-WEST-NV-Reno",1.0004709,"Used to work from home and still do",7180
"1003910148","2020-06-27 10:00:00","Complete","News","Male","65+","US-MIDWEST-MI",0.6064841,"Not working for pay before start of COVID19",30262
"1003992603","2020-06-28 23:00:00","Complete","News","Male","55-64","US-WEST-NV-Las Vegas",0.9138426,"Used to work from home and still do",18829
"1004002606","2020-06-27 01:00:00","Complete","News","Female","35-44","US-SOUTH-VA-Mechanicsville",1.0570243,"Used to commute, now work from home",7224
"1004038865","2020-06-27 10:00:00","Complete","News","Female","25-34","US-NORTHEAST-CT-New Britain",1.5376007,"I continue to commute to work",9875
"1004186465","2020-06-24 02:00:00","Complete","News","Male","45-54","US-NORTHEAST-PA",1.1550433,"Used to work from home and still do",10036
"1004215631","2020-07-03 02:00:00","Complete","News","Male","25-34","US-MIDWEST-SD",0.6935496,"Not working for pay before start of COVID19",11767
"1004593138","2020-06-24 02:00:00","Complete","News","Unknown","Unknown","US-SOUTH-MD",0,"Used to work from home and still do",13291
"1004766941","2020-07-01 14:00:00","Complete","News","Male","35-44","US-MIDWEST-IL-Gurnee",0.6347755,"Used to work from home, but now I commute",22785
"1004771279","2020-06-24 13:00:00","Complete","News","Female","55-64","US-MIDWEST-IL",0.6296892,"Used to commute, now work from home",35362
"1004772299","2020-07-02 14:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9299189,"I continue to commute to work",1806603
"1004807771","2020-06-30 16:00:00","Complete","News","Female","18-24","US-SOUTH-VA-Roanoke",2.0384287,"I continue to commute to work",11148
"1004848365","2020-06-28 15:00:00","Complete","News","Female","55-64","US-WEST-CA-Stockton",1.0387506,"I continue to commute to work",7483
"1005176107","2020-06-30 22:00:00","Complete","News","Male","55-64","US-MIDWEST-MO-KCMO",0.5539701,"Not working for pay before start of COVID19",16939
"1005306957","2020-06-29 02:00:00","Complete","News","Female","65+","US-MIDWEST-IL",0.689381,"Not working for pay before start of COVID19",43029
"1005349643","2020-07-01 05:00:00","Complete","News","Male","55-64","US-WEST-CA-Santa Ana",0.9138426,"Used to work from home and still do",13835
"10055545","2020-06-30 12:00:00","Complete","News","Male","45-54","US-MIDWEST-IN-Indianapolis",0.5922051,"I have recently been furloughed or laid-off",11009
"1005594121","2020-07-01 02:00:00","Complete","News","Female","65+","US-SOUTH-AL-Troy",1.0099137,"Used to commute, now work from home",25782
"1005638107","2020-07-02 23:00:00","Complete","News","Female","55-64","US-SOUTH-TX",0.9224678,"Used to work from home and still do",10887
"1005638212","2020-06-25 04:00:00","Complete","News","Female","35-44","US-WEST-CO",1.1902689,"I continue to commute to work",12357
"1005747289","2020-06-24 06:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-IL-Moline",0,"Not working for pay before start of COVID19",28848
"100579802","2020-07-01 04:00:00","Complete","News","Male","55-64","US-SOUTH-TX-Houston",0.8115425,"I continue to commute to work",28088
"1006020521","2020-06-28 14:00:00","Complete","News","Male","25-34","US-SOUTH-AL",1.0160204,"Used to commute, now work from home",2322
"1006054392","2020-06-24 03:00:00","Complete","News","Female","65+","US-MIDWEST-IA-Council Bluffs",0.689381,"Used to work from home and still do",10870
"1006169829","2020-07-05 09:00:00","Complete","News","Male","18-24","US-WEST-OR-Portland",2.0193692,"I continue to commute to work",21689
"1006223783","2020-06-24 17:00:00","Complete","News","Male","55-64","US-MIDWEST-IA-Iowa City",0.5539701,"Used to commute, now work from home",31646
"1006278253","2020-07-01 17:00:00","Complete","News","Male","25-34","US-NORTHEAST-NY-New York",1.3527068,"Not working for pay before start of COVID19",6412
"1006319377","2020-06-29 07:00:00","Complete","News","Male","25-34","US-NORTHEAST-NJ",1.3527068,"Used to commute, now work from home",31813
"1006332888","2020-07-04 13:00:00","Complete","News","Female","25-34","US-NORTHEAST-NY-New York",1.5376007,"Used to commute, now work from home",71660
"1006473520","2020-06-25 02:00:00","Complete","News","Female","55-64","US-SOUTH-MS-Jackson",0.9224678,"Used to commute, now work from home",16999
"1006494965","2020-06-28 04:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"Not working for pay before start of COVID19",14735
"1006506609","2020-06-25 09:00:00","Complete","News","Male","45-54","US-SOUTH-TX",0.867555,"Used to work from home and still do",55438
"1006583008","2020-06-29 15:00:00","Complete","News","Male","65+","US-WEST-ID",1.0004709,"Used to work from home, but now I commute",5621
"1006612139","2020-06-27 13:00:00","Complete","News","Male","65+","US-WEST-CO",1.0004709,"Used to work from home and still do",32066
"1006866675","2020-07-01 19:00:00","Complete","News","Female","45-54","US-SOUTH-TX-McKinney",0.9861363,"Used to commute, now work from home",22058
"1006950062","2020-07-02 18:00:00","Complete","News","Male","35-44","US-SOUTH-FL-Jacksonville",0.9299189,"Used to commute, now work from home",7661
"1007060170","2020-06-26 05:00:00","Complete","News","Female","35-44","US-MIDWEST-NE-Omaha",0.7215394,"I continue to commute to work",11088
"1007134552","2020-06-26 14:00:00","Complete","News","Male","35-44","US-MIDWEST-MO-Saint Charles",0.6347755,"Used to commute, now work from home",67887
"1007190887","2020-07-05 02:00:00","Complete","News","Male","35-44","US-NORTHEAST-NY-Utica",1.2380732,"Used to commute, now work from home",2073
"1007259390","2020-06-24 23:00:00","Complete","News","Male","45-54","US-WEST-CO-Denver",0.9769158,"Used to work from home and still do",11693
"1007324575","2020-07-06 00:00:00","Complete","News","Female","45-54","US-WEST-CA-Sacramento",1.110445,"I continue to commute to work",10918
"1007344913","2020-06-24 18:00:00","Complete","Arts & Entertainment","Female","55-64","US-WEST-CO-Denver",1.0387506,"Not working for pay before start of COVID19",19497
"1007395853","2020-06-24 23:00:00","Complete","News","Male","45-54","US-SOUTH-GA",0.867555,"I continue to commute to work",23412
"1007410314","2020-06-28 01:00:00","Complete","News","Unknown","Unknown","US-WEST-UT-Salt Lake City",0,"Not working for pay before start of COVID19",5346
"1007432908","2020-06-25 13:00:00","Complete","News","Male","55-64","US-WEST-CO-Broomfield",0.9138426,"Used to commute, now work from home",21385
"1007444770","2020-06-24 14:00:00","Complete","News","Male","55-64","US-MIDWEST-MN",0.5539701,"Used to commute, now work from home",5278
"1007586172","2020-06-30 03:00:00","Complete","News","Male","35-44","US-SOUTH-TX",0.9299189,"I continue to commute to work",11640
"1007682722","2020-06-28 12:00:00","Complete","News","Female","45-54","US-MIDWEST-MO-Florissant",0.6731503,"I continue to commute to work",21131
"1007751129","2020-06-26 02:00:00","Complete","News","Female","25-34","US-MIDWEST-WI-Fitchburg",0.788347,"I continue to commute to work",19008
"1007793533","2020-07-04 04:00:00","Complete","News","Male","65+","US-NORTHEAST-MA",1.1828933,"Used to commute, now work from home",20199
"100783197","2020-06-27 01:00:00","Complete","News","Male","55-64","US-MIDWEST-WI-Madison",0.5539701,"Not working for pay before start of COVID19",10034
"1007906107","2020-07-05 19:00:00","Complete","News","Female","18-24","US-NORTHEAST-CT",2.7139183,"Used to commute, now work from home",63004
"1007951177","2020-06-30 18:00:00","Complete","News","Male","45-54","US-NORTHEAST-ME",1.1550433,"I continue to commute to work",11204
"1007988590","2020-06-28 14:00:00","Complete","News","Male","45-54","US-SOUTH-NC",0.867555,"Not working for pay before start of COVID19",22620
"1008007066","2020-06-25 04:00:00","Complete","News","Female","25-34","US-MIDWEST-IL",0.788347,"I continue to commute to work",22187
"100800813","2020-06-24 03:00:00","Complete","News","Female","55-64","US-MIDWEST-WI",0.6296892,"Not working for pay before start of COVID19",27028
"1008124978","2020-06-24 16:00:00","Complete","News","Female","35-44","US-SOUTH-VA-Richmond",1.0570243,"I continue to commute to work",11406
"1008131847","2020-06-24 13:00:00","Complete","News","Female","45-54","US-MIDWEST-WI",0.6731503,"I continue to commute to work",59608
"100818230","2020-07-05 05:00:00","Complete","News","Male","35-44","US-WEST-OR",1.0471411,"Used to commute, now work from home",28354
"1008206961","2020-06-29 15:00:00","Complete","News","Male","35-44","US-MIDWEST-IA",0.6347755,"I continue to commute to work",9481
"1008212580","2020-06-28 00:00:00","Complete","News","Male","65+","US-WEST-CA-Long Beach",1.0004709,"Not working for pay before start of COVID19",16804
"1008442024","2020-06-30 13:00:00","Complete","News","Male","55-64","US-WEST-CO-Centennial",0.9138426,"Used to work from home, but now I commute",25084
"1008461342","2020-06-26 08:00:00","Complete","News","Female","25-34","US-SOUTH-AL",1.1548946,"I have recently been furloughed or laid-off",10323
"1008559830","2020-06-26 05:00:00","Complete","News","Female","55-64","US-MIDWEST-NE-Omaha",0.6296892,"I continue to commute to work",14893
"1008580697","2020-07-01 23:00:00","Complete","News","Male","25-34","US-WEST-CA",1.1440962,"Not working for pay before start of COVID19",6082
"1008641909","2020-06-26 03:00:00","Complete","News","Female","45-54","US-SOUTH-FL",0.9861363,"Used to commute, now work from home",28384
"1008663321","2020-07-03 16:00:00","Complete","News","Male","45-54","US-SOUTH-MS-Jackson",0.867555,"Not working for pay before start of COVID19",9485
"1008837706","2020-06-27 23:00:00","Complete","News","Male","45-54","US-NORTHEAST-CT-Waterford",1.1550433,"Used to commute, now work from home",12926
"1008841952","2020-06-30 15:00:00","Complete","News","Male","18-24","US-MIDWEST-IL",1.2241389,"I have recently been furloughed or laid-off",5774
"1008884305","2020-06-29 01:00:00","Complete","News","Male","45-54","US-SOUTH-AL",0.867555,"Not working for pay before start of COVID19",8298
"1008915569","2020-07-03 14:00:00","Complete","News","Male","25-34","US-SOUTH-TX-Austin",1.0160204,"I continue to commute to work",9144
"1009023132","2020-06-29 19:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0160204,"Used to commute, now work from home",34025
"1009233551","2020-06-25 16:00:00","Complete","News","Female","65+","US-MIDWEST-WI",0.689381,"I have recently been furloughed or laid-off",19287
"1009258527","2020-06-25 20:00:00","Complete","News","Male","45-54","US-MIDWEST-MN-Minneapolis",0.5922051,"I continue to commute to work",13723
"1009289000","2020-06-24 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-Port Arthur",0,"I continue to commute to work",17897
"1009334567","2020-07-04 14:00:00","Complete","News","Male","65+","US-WEST-CA-Los Angeles",1.0004709,"I continue to commute to work",11369
"1009439550","2020-06-26 11:00:00","Complete","News","Female","18-24","US-SOUTH-NC-Winston-Salem",2.0384287,"Used to work from home and still do",4171
"1009719587","2020-07-04 20:00:00","Complete","News","Male","55-64","US-WEST-CA-Oakland",0.9138426,"I have recently been furloughed or laid-off",37723
"1009824550","2020-06-28 17:00:00","Complete","News","Female","35-44","US-MIDWEST-IL-Chicago",0.7215394,"Used to commute, now work from home",19305
"1009937478","2020-06-24 13:00:00","Complete","News","Female","Unknown","US-MIDWEST-IL-Chicago",0,"Not working for pay before start of COVID19",12776
"1009960433","2020-06-25 12:00:00","Complete","News","Male","35-44","US-SOUTH-VA-Reston",0.9299189,"I continue to commute to work",19894
"1010005195","2020-06-24 02:00:00","Complete","News","Unknown","Unknown","US-SOUTH-GA-Stockbridge",0,"I continue to commute to work",10874
"1010129027","2020-06-28 20:00:00","Complete","News","Female","35-44","US-MIDWEST-WI",0.7215394,"Not working for pay before start of COVID19",10943
"1010137737","2020-07-01 02:00:00","Complete","News","Female","35-44","US-MIDWEST-IL",0.7215394,"Not working for pay before start of COVID19",20418
"1010160548","2020-06-24 11:00:00","Complete","News","Male","55-64","US-SOUTH-NC-Salisbury",0.8115425,"I continue to commute to work",147932
"1010527972","2020-07-01 06:00:00","Complete","Other","Female","18-24","US-SOUTH-FL",2.0384287,"Not working for pay before start of COVID19",15194
"1010629348","2020-06-24 11:00:00","Complete","News","Female","18-24","US-SOUTH-VA-Blacksburg",2.0384287,"I continue to commute to work",5754
"1010695705","2020-06-26 02:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"I have recently been furloughed or laid-off",3088
"1010803512","2020-06-26 04:00:00","Complete","News","Female","25-34","US-MIDWEST-IN",0.788347,"I have recently been furloughed or laid-off",21179
"1010824337","2020-06-24 16:00:00","Complete","News","Unknown","Unknown","US-WEST-NV-Elko",0,"I continue to commute to work",17461
"1010954683","2020-07-05 20:00:00","Complete","News","Male","55-64","US-WEST-AZ-Phoenix",0.9138426,"I continue to commute to work",25922
"1010965995","2020-06-29 02:00:00","Complete","News","Female","45-54","US-MIDWEST-IL-Gurnee",0.6731503,"Used to commute, now work from home",6420
"1010996285","2020-06-24 09:00:00","Complete","News","Female","45-54","US-MIDWEST-WI",0.6731503,"I continue to commute to work",14915
"1011000763","2020-06-24 03:00:00","Complete","News","Male","Unknown","US-WEST-MT-Helena",0,"Not working for pay before start of COVID19",9505
"1011046444","2020-06-27 20:00:00","Complete","News","Unknown","Unknown","US-WEST-CA",0,"Used to work from home and still do",36386
"1011294749","2020-07-04 03:00:00","Complete","News","Male","25-34","US-MIDWEST-MI",0.6935496,"Used to commute, now work from home",8191
"1011356914","2020-06-25 16:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NY-New York",0,"Used to commute, now work from home",13935
"1011421246","2020-07-04 05:00:00","Complete","News","Female","35-44","US-SOUTH-TX",1.0570243,"Used to work from home and still do",8566
"101143391","2020-06-27 19:00:00","Complete","News","Female","35-44","US-SOUTH-NC",1.0570243,"Not working for pay before start of COVID19",8365
"1011524626","2020-07-02 20:00:00","Complete","News","Male","65+","US-SOUTH-AL-Prattville",0.8884732,"I continue to commute to work",17743
"1011666029","2020-06-24 17:00:00","Complete","News","Female","55-64","US-SOUTH-TX",0.9224678,"I have recently been furloughed or laid-off",40971
"101178218","2020-06-26 14:00:00","Complete","News","Male","25-34","US-WEST-NV-Carson City",1.1440962,"Used to commute, now work from home",11488
"1011799089","2020-06-24 17:00:00","Complete","News","Female","35-44","US-SOUTH-GA-Suwanee",1.0570243,"Not working for pay before start of COVID19",15000
"1011967078","2020-06-29 16:00:00","Complete","News","Female","35-44","US-MIDWEST-WI",0.7215394,"Used to commute, now work from home",31260
"1012016817","2020-06-24 18:00:00","Complete","News","Male","35-44","US-MIDWEST-WI",0.6347755,"Not working for pay before start of COVID19",3401
"101205697","2020-06-24 11:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-IL",0,"Not working for pay before start of COVID19",5397
"1012249863","2020-07-03 19:00:00","Complete","News","Female","55-64","US-SOUTH-TX-Corpus Christi",0.9224678,"Not working for pay before start of COVID19",17213
"101233713","2020-06-25 22:00:00","Complete","News","Female","55-64","US-MIDWEST-MN-Minneapolis",0.6296892,"Not working for pay before start of COVID19",20029
"1012581312","2020-06-29 04:00:00","Complete","News","Female","25-34","US-MIDWEST-MN-Bemidji",0.788347,"Used to commute, now work from home",13445
"1012756614","2020-06-25 09:00:00","Complete","News","Unknown","Unknown","US-WEST-OR",0,"I have recently been furloughed or laid-off",35259
"1012797825","2020-06-24 17:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"I continue to commute to work",13014
"101295484","2020-07-05 14:00:00","Complete","News","Female","45-54","US-SOUTH-TX-Houston",0.9861363,"Used to commute, now work from home",16184
"1013024291","2020-06-27 22:00:00","Complete","News","Female","45-54","US-SOUTH-NC",0.9861363,"Not working for pay before start of COVID19",6186
"1013093909","2020-07-02 02:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8884732,"Not working for pay before start of COVID19",22094
"1013161408","2020-06-27 19:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-NORTHEAST-NY-Fulton",0,"Not working for pay before start of COVID19",20164
"1013214174","2020-06-29 11:00:00","Complete","News","Female","55-64","US-NORTHEAST-NY",1.2281529,"Not working for pay before start of COVID19",18341
"1013306562","2020-06-28 17:00:00","Complete","News","Female","35-44","US-MIDWEST-MN-Minneapolis",0.7215394,"I continue to commute to work",8801
"101332903","2020-06-27 02:00:00","Complete","News","Female","25-34","US-MIDWEST-IL-Decatur",0.788347,"Used to work from home and still do",16304
"1013456331","2020-07-05 21:00:00","Complete","News","Male","65+","US-NORTHEAST-NY-New York",1.1828933,"Not working for pay before start of COVID19",13636
"1013471090","2020-06-28 19:00:00","Complete","News","Male","55-64","US-MIDWEST-MN-Minneapolis",0.5539701,"Used to work from home and still do",15802
"1013532949","2020-07-06 10:00:00","Complete","News","Female","25-34","US-SOUTH-TN-Johnson City",1.1548946,"I continue to commute to work",8057
"101376194","2020-06-28 02:00:00","Complete","News","Female","45-54","US-MIDWEST-IN",0.6731503,"Not working for pay before start of COVID19",13715
"1013832907","2020-06-25 03:00:00","Complete","News","Male","35-44","US-WEST-AZ-Phoenix",1.0471411,"Used to commute, now work from home",19461
"1013938454","2020-06-27 12:00:00","Complete","News","Male","45-54","US-NORTHEAST-CT",1.1550433,"I continue to commute to work",1818
"1013949900","2020-07-03 14:00:00","Complete","Arts & Entertainment","Male","55-64","US-MIDWEST-KS",0.5539701,"Used to work from home, but now I commute",21341
"1014368659","2020-06-25 01:00:00","Complete","News","Female","55-64","US-SOUTH-NC-Raleigh",0.9224678,"I continue to commute to work",66256
"1014397230","2020-06-30 23:00:00","Complete","News","Female","65+","US-WEST-UT-Salt Lake City",1.1372197,"Not working for pay before start of COVID19",13421
"101440867","2020-06-30 11:00:00","Complete","News","Female","35-44","US-SOUTH-GA-Stockbridge",1.0570243,"Used to commute, now work from home",24701
"1014629064","2020-07-01 12:00:00","Complete","News","Male","45-54","US-SOUTH-GA",0.867555,"I continue to commute to work",2106
"1014651618","2020-07-01 09:00:00","Complete","News","Male","35-44","US-NORTHEAST-VT",1.2380732,"Used to work from home, but now I commute",19950
"1014813571","2020-06-24 01:00:00","Complete","News","Female","18-24","US-SOUTH-FL",2.0384287,"Used to work from home and still do",9816
"1014820403","2020-06-24 19:00:00","Complete","News","Unknown","Unknown","US-WEST-WA-Kelso",0,"Not working for pay before start of COVID19",3881
"1015330665","2020-06-26 06:00:00","Complete","News","Female","25-34","US-SOUTH-TX-Texarkana",1.1548946,"I continue to commute to work",29435
"1015406795","2020-06-30 00:00:00","Complete","News","Female","65+","US-SOUTH-GA-McDonough",1.0099137,"Not working for pay before start of COVID19",22233
"1015408261","2020-06-29 18:00:00","Complete","News","Female","45-54","US-SOUTH-TX-Irving",0.9861363,"I have recently been furloughed or laid-off",26320
"1015446887","2020-06-29 13:00:00","Complete","News","Male","65+","US-MIDWEST-MO-Clayton",0.6064841,"I continue to commute to work",7963
"1015721522","2020-06-24 16:00:00","Complete","News","Male","45-54","US-SOUTH-DC-Washington",0.867555,"Not working for pay before start of COVID19",4368
"1015773913","2020-07-03 13:00:00","Complete","News","Female","45-54","US-SOUTH-LA-Shreveport",0.9861363,"I continue to commute to work",14626
"1015911613","2020-06-26 18:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-Waco",0,"Used to work from home, but now I commute",17425
"1015912462","2020-07-01 23:00:00","Complete","News","Female","18-24","US-NORTHEAST-NY-Buffalo",2.7139183,"Not working for pay before start of COVID19",4970
"1015914840","2020-06-24 03:00:00","Complete","News","Female","55-64","US-SOUTH-NC-Concord",0.9224678,"I continue to commute to work",10742
"1016035261","2020-06-29 03:00:00","Complete","News","Female","35-44","US-MIDWEST-MN-Minneapolis",0.7215394,"Used to commute, now work from home",33622
"1016061375","2020-06-25 01:00:00","Complete","News","Female","35-44","US-SOUTH-NC-Raleigh",1.0570243,"I continue to commute to work",4082
"1016173506","2020-07-02 05:00:00","Complete","News","Male","45-54","US-MIDWEST-MI",0.5922051,"Not working for pay before start of COVID19",16585
"1016219744","2020-06-25 22:00:00","Complete","News","Male","55-64","US-SOUTH-NC-Kernersville",0.8115425,"Not working for pay before start of COVID19",20788
"1016274441","2020-06-24 22:00:00","Complete","News","Female","65+","US-MIDWEST-IA",0.689381,"I continue to commute to work",18374
"1016277853","2020-06-30 23:00:00","Complete","News","Female","35-44","US-SOUTH-TX",1.0570243,"Not working for pay before start of COVID19",16248
"1016336572","2020-06-26 18:00:00","Complete","News","Female","65+","US-WEST-CO-Sterling",1.1372197,"Used to work from home, but now I commute",24978
"1016368528","2020-07-05 18:00:00","Complete","News","Female","25-34","US-NORTHEAST-MA-Cambridge",1.5376007,"Used to work from home and still do",12002
"101639471","2020-07-01 03:00:00","Complete","News","Female","35-44","US-MIDWEST-MN",0.7215394,"Used to commute, now work from home",7840
"1016589504","2020-07-02 22:00:00","Complete","News","Female","45-54","US-SOUTH-SC",0.9861363,"Not working for pay before start of COVID19",1959
"1016614507","2020-06-24 17:00:00","Complete","News","Female","25-34","US-MIDWEST-MN",0.788347,"Used to commute, now work from home",16849
"1016617447","2020-06-25 02:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"Used to work from home and still do",11239
"1016656550","2020-06-28 12:00:00","Complete","News","Male","55-64","US-NORTHEAST-NY",1.0804695,"Not working for pay before start of COVID19",5973
"1016670365","2020-06-27 17:00:00","Complete","News","Female","25-34","US-SOUTH-TX-Houston",1.1548946,"Used to work from home and still do",21764
"1016675293","2020-06-24 02:00:00","Complete","News","Male","65+","US-MIDWEST-IL",0.6064841,"I continue to commute to work",15888
